"","technical_scale","leadership_scale","likeable_scale","learner_scale","education_scale","experience_scale","pt","age","gender","gender_5_TEXT","employment","role","company_size","experience","roles","industry","industry_12_TEXT","risk_aversion_1","risk_aversion_2","risk_aversion_3","risk_aversion_4","risk_aversion_5","risk_aversion_6","Condition","Iteration","source","rating","applicant_gender","applicant_education","stimuli_number"
"106",8,5,7,5,7,7,10,57,"Woman",NA,"Employed full time","IT Architect","1,000+ employees","5-10 years","Operations, Developer, Administrator, Architect","Retail,Technology","",6,7,5,5,3,5,"Man_Nontraditional","Experiment","man_nontrad_8_1",8,"man","nontrad","8_1"
"107",5,3,6,5,2,6,31,37,"Man",NA,"Employed full time","Researcher","500-1,000 employees","1-2 years","Researcher, engineer, software developer","Technology","",4,6,6,5,5,6,"Man_Nontraditional","Experiment","man_nontrad_8_1",4,"man","nontrad","8_1"
"108",7,9,8,7,9,4,49,47,"Man",NA,"Employed full time","director of operations","1,000+ employees","10+ years","entry level and managers","Technology","",2,6,6,4,5,2,"Man_Nontraditional","Experiment","man_nontrad_8_1",8,"man","nontrad","8_1"
"109",8,8,8,8,1,8,71,37,"Woman",NA,"Employed full time","Manager","500-1,000 employees","3-5 years","Employee, Assistant Manager","Technology","",5,3,6,1,6,2,"Man_Nontraditional","Experiment","man_nontrad_8_1",7,"man","nontrad","8_1"
"110",6,6,6,6,4,8,107,33,"Man",NA,"Employed full time","Research Associate","1,000+ employees","1-2 years","Research Associate, Research Specialist","Health","",6,5,6,5,3,5,"Man_Nontraditional","Experiment","man_nontrad_8_1",6,"man","nontrad","8_1"
"111",8,9,8,7,9,9,135,38,"Man",NA,"Employed full time","Associate Manager","100-500 employees","3-5 years","Software Engineer","Technology","",4,6,6,5,6,3,"Man_Nontraditional","Experiment","man_nontrad_8_1",8,"man","nontrad","8_1"
"112",10,8,9,9,10,10,151,29,"Man",NA,"Employed full time","IT Manager","1,000+ employees","3-5 years","Pretty much everything.","Technology","",1,5,7,2,7,3,"Man_Nontraditional","Experiment","man_nontrad_8_1",9,"man","nontrad","8_1"
"113",6,6,6,6,6,6,169,32,"Man",NA,"Employed full time","Programmer","500-1,000 employees","1-2 years","Front","Retail","",5,6,5,5,3,3,"Man_Nontraditional","Experiment","man_nontrad_8_1",8,"man","nontrad","8_1"
"114",9,8,8,8,6,7,183,29,"Non-binary / third gender",NA,"Employed full time","Human Resources","1,000+ employees","5-10 years","Human Resources, associates","Professional or business services","",1,4,3,1,6,2,"Man_Nontraditional","Experiment","man_nontrad_8_1",9,"man","nontrad","8_1"
"115",6,8,5,7,2,6,198,24,"Man",NA,"Employed full time","engineer","100-500 employees","Less than 1 year","software contractors","Technology","",3,7,7,3,5,5,"Man_Nontraditional","Experiment","man_nontrad_8_1",7,"man","nontrad","8_1"
"116",8,8,6,8,9,9,233,37,"Man",NA,"Employed full time","Web Dev","Less than 50 employees","10+ years","None","Technology","",5,6,6,6,3,5,"Man_Nontraditional","Experiment","man_nontrad_8_1",9,"man","nontrad","8_1"
"117",8,5,5,6,4,7,243,34,"Woman",NA,"Student","PhD student","Less than 50 employees","1-2 years","I was previously a lab manager and recruited and hired staff research assistants.","Health","",4,6,6,5,4,6,"Man_Nontraditional","Experiment","man_nontrad_8_1",6,"man","nontrad","8_1"
"118",8,8,8,8,8,8,271,27,"Man",NA,"Employed full time","Sales Manager","500-1,000 employees","Less than 1 year","Logistics Specialist, Sales Rep, Intern","Transportation, utilities, or wholesale","",3,6,5,5,5,4,"Man_Nontraditional","Experiment","man_nontrad_8_1",10,"man","nontrad","8_1"
"119",8,5,5,5,8,8,289,36,"Woman",NA,"Employed full time","Manager","500-1,000 employees","10+ years","Technicians, coordinators, data entry specialists","Health,Professional or business services","",3,7,5,5,4,5,"Man_Nontraditional","Experiment","man_nontrad_8_1",8,"man","nontrad","8_1"
"120",4,3,3,2,4,3,8,36,"Man",NA,"Employed full time","engineer","1,000+ employees","10+ years","engineering","Professional or business services","",3,3,3,5,3,3,"Man_Nontraditional","Experiment","man_nontrad_9_1",6,"man","nontrad","9_1"
"121",3,4,4,4,4,4,20,32,"Man",NA,"Employed full time","Principle Engineer","1,000+ employees","Less than 1 year","Software Engineer","Professional or business services,Technology","",6,6,3,5,6,5,"Man_Nontraditional","Experiment","man_nontrad_9_1",3,"man","nontrad","9_1"
"122",8,6,6,7,5,8,41,51,"Man",NA,"Employed full time","Network Administrator","100-500 employees","10+ years","Network Security, Server Support, Desktop Support, Software Engineer","Technology","",3,6,4,4,4,4,"Man_Nontraditional","Experiment","man_nontrad_9_1",7,"man","nontrad","9_1"
"123",5,5,5,5,2,6,60,62,"Man",NA,"Employed full time","Program Manager","100-500 employees","10+ years","Developer, Tester, Operations Analyst, Systems Engineer, ","Technology","",3,5,4,4,6,5,"Man_Nontraditional","Experiment","man_nontrad_9_1",3,"man","nontrad","9_1"
"124",8,8,8,8,8,8,81,41,"Man",NA,"Employed full time","Information systems analyst ","1,000+ employees","5-10 years","Systems Analyst and technical support","Education,Technology","",3,5,5,4,5,5,"Man_Nontraditional","Experiment","man_nontrad_9_1",7,"man","nontrad","9_1"
"125",9,5,5,9,5,10,112,30,"Man",NA,"Employed full time","Senior Data Scientist","1,000+ employees","Less than 1 year","I've interviewed for open spots on the teams I work on.","Technology","",5,6,6,4,3,6,"Man_Nontraditional","Experiment","man_nontrad_9_1",8,"man","nontrad","9_1"
"126",7,4,6,7,1,8,126,36,"Man",NA,"Employed full time","IT Manager","1,000+ employees","3-5 years","Software developers","Technology","",3,6,6,3,2,3,"Man_Nontraditional","Experiment","man_nontrad_9_1",7,"man","nontrad","9_1"
"127",8,5,6,6,6,8,146,31,"Man",NA,"Employed full time","Junior Software Engineer","Less than 50 employees","1-2 years","Cashier
Software Engineer","Retail,Technology","",2,4,4,2,5,3,"Man_Nontraditional","Experiment","man_nontrad_9_1",7,"man","nontrad","9_1"
"128",5,6,5,6,5,6,162,39,"Man",NA,"Employed full time","I T Manager","50-100 employees","5-10 years","I T Staff","Technology","",6,6,1,2,6,6,"Man_Nontraditional","Experiment","man_nontrad_9_1",9,"man","nontrad","9_1"
"129",9,9,9,10,10,9,185,37,"Man",NA,"Employed full time","Lead programmer","1,000+ employees","3-5 years","Programmers","Technology","",1,2,1,1,7,1,"Man_Nontraditional","Experiment","man_nontrad_9_1",8,"man","nontrad","9_1"
"130",9,6,8,9,7,9,212,29,"Man",NA,"Employed full time","Design Engineer","50-100 employees","3-5 years","Assembly, Engineering","Manufacturing","",2,5,5,5,3,3,"Man_Nontraditional","Experiment","man_nontrad_9_1",8,"man","nontrad","9_1"
"131",7,4,5,6,1,9,217,38,"Woman",NA,"Employed full time","Research Coordinator","100-500 employees","10+ years","technicians, software developer, analyst, cashiers","Professional or business services,Retail","",2,5,2,3,7,2,"Man_Nontraditional","Experiment","man_nontrad_9_1",9,"man","nontrad","9_1"
"132",5,5,5,5,7,5,253,27,"Man",NA,"Employed full time","Owner","Less than 50 employees","1-2 years","Consultant","Financial or information","",4,4,4,3,4,4,"Man_Nontraditional","Experiment","man_nontrad_9_1",5,"man","nontrad","9_1"
"133",6,3,6,7,2,6,259,42,"Man",NA,"Employed full time","IT Analyst Manager","100-500 employees","5-10 years","Mobile app developers, web site developers, designers, software engineers","Technology","",3,4,5,3,5,3,"Man_Nontraditional","Experiment","man_nontrad_9_1",6,"man","nontrad","9_1"
"134",7,7,8,7,6,7,285,65,"Woman",NA,"Employed full time","Data Analyst","500-1,000 employees","5-10 years","software engineer, data analyst","Health,Technology","",3,5,3,3,6,4,"Man_Nontraditional","Experiment","man_nontrad_9_1",7,"man","nontrad","9_1"
"135",8,5,7,5,7,7,10,57,"Woman",NA,"Employed full time","IT Architect","1,000+ employees","5-10 years","Operations, Developer, Administrator, Architect","Retail,Technology","",6,7,5,5,3,5,"Man_Nontraditional","Experiment","man_nontrad_10_1",7,"man","nontrad","10_1"
"136",10,7,5,5,10,10,29,37,"Man",NA,"Employed full time","Business Analyst","1,000+ employees","5-10 years","Associates","Financial or information","",1,5,5,1,7,6,"Man_Nontraditional","Experiment","man_nontrad_10_1",8,"man","nontrad","10_1"
"137",9,9,6,8,7,8,45,34,"Man",NA,"Employed full time","IT Service Manager","Less than 50 employees","3-5 years","Engineer, technician, accountant, assistant","Technology","",2,6,5,5,6,2,"Man_Nontraditional","Experiment","man_nontrad_10_1",8,"man","nontrad","10_1"
"138",8,5,6,7,8,8,72,38,"Man",NA,"Employed full time","Data Architect","1,000+ employees","3-5 years","Data Engineer, Data Analyst","Other - not listed","Service, Information",3,5,5,5,5,3,"Man_Nontraditional","Experiment","man_nontrad_10_1",9,"man","nontrad","10_1"
"139",10,10,10,10,10,10,91,57,"Woman",NA,"Employed full time","Information Management ","1,000+ employees","5-10 years","Retail","Retail","",4,7,7,7,4,4,"Man_Nontraditional","Experiment","man_nontrad_10_1",10,"man","nontrad","10_1"
"140",10,3,8,9,0,10,96,33,"Man",NA,"Employed full time","Software Engineer","1,000+ employees","3-5 years","System Admin, Analyst, Product Owner","Education,Technology","",4,5,5,4,5,4,"Man_Nontraditional","Experiment","man_nontrad_10_1",10,"man","nontrad","10_1"
"141",8,9,8,7,9,9,135,38,"Man",NA,"Employed full time","Associate Manager","100-500 employees","3-5 years","Software Engineer","Technology","",4,6,6,5,6,3,"Man_Nontraditional","Experiment","man_nontrad_10_1",9,"man","nontrad","10_1"
"142",8,5,5,5,7,10,153,53,"Man",NA,"Employed full time","Senior project Manager","50-100 employees","3-5 years","ColdFusion developer (assorted levels), Oracle Database Administrator, Social Media Analyst","Technology","",3,6,2,3,6,3,"Man_Nontraditional","Experiment","man_nontrad_10_1",3,"man","nontrad","10_1"
"143",8,5,8,8,5,8,173,29,"Man",NA,"Employed full time","Systems Administrator","1,000+ employees","Less than 1 year","N/A","Other - not listed","N/A",5,6,5,5,4,6,"Man_Nontraditional","Experiment","man_nontrad_10_1",8,"man","nontrad","10_1"
"144",6,5,5,5,6,8,191,33,"Woman",NA,"Employed full time","Software Engineer","500-1,000 employees","3-5 years","Software Engineering","Technology","",6,7,6,6,3,7,"Man_Nontraditional","Experiment","man_nontrad_10_1",7,"man","nontrad","10_1"
"145",6,8,5,7,2,6,198,24,"Man",NA,"Employed full time","engineer","100-500 employees","Less than 1 year","software contractors","Technology","",3,7,7,3,5,5,"Man_Nontraditional","Experiment","man_nontrad_10_1",7,"man","nontrad","10_1"
"146",8,8,6,8,9,9,233,37,"Man",NA,"Employed full time","Web Dev","Less than 50 employees","10+ years","None","Technology","",5,6,6,6,3,5,"Man_Nontraditional","Experiment","man_nontrad_10_1",7,"man","nontrad","10_1"
"147",8,5,5,6,4,7,243,34,"Woman",NA,"Student","PhD student","Less than 50 employees","1-2 years","I was previously a lab manager and recruited and hired staff research assistants.","Health","",4,6,6,5,4,6,"Man_Nontraditional","Experiment","man_nontrad_10_1",4,"man","nontrad","10_1"
"148",4,4,4,4,6,3,263,37,"Man",NA,"Employed full time","Leader","1,000+ employees","5-10 years","Numerous engineering positions","Agriculture, mining, or construction","",3,5,2,5,5,2,"Man_Nontraditional","Experiment","man_nontrad_10_1",4,"man","nontrad","10_1"
"149",10,7,10,10,10,10,293,57,"Woman",NA,"Employed full time","IT Manager ","100-500 employees","10+ years","IT Technician, Software lead, software developer, Computer support specialist, Computer network architect, web developer, Internet Security chief","Technology","",1,7,5,5,3,2,"Man_Nontraditional","Experiment","man_nontrad_10_1",8,"man","nontrad","10_1"
"150",4,6,6,5,4,6,296,45,"Woman",NA,"Employed full time","Senior Sales Mgr -Pharma","Less than 50 employees","3-5 years","Mainly support staff for the science group","Other - not listed","Pharma - biotech",3,4,4,3,4,5,"Man_Nontraditional","Experiment","man_nontrad_10_1",8,"man","nontrad","10_1"
"151",7,6,7,6,9,8,3,27,"Man",NA,"Employed full time","Senior Tax Accountant","500-1,000 employees","1-2 years","Tax Accountant","Financial or information","",3,7,6,6,2,6,"Man_Traditional","Experiment","man_trad_1_1",8,"man","trad","1_1"
"152",8,7,9,8,8,9,36,30,"Man",NA,"Employed full time","Validation engineer","100-500 employees","Less than 1 year",NA,"Other - not listed",NA,6,6,7,5,3,5,"Man_Traditional","Experiment","man_trad_1_1",9,"man","trad","1_1"
"153",9,9,8,8,10,10,38,35,"Woman",NA,"Employed part time","Individual contributor","1,000+ employees","Less than 1 year","Customer service ","Professional or business services","",1,7,6,6,6,1,"Man_Traditional","Experiment","man_trad_1_1",8,"man","trad","1_1"
"154",9,8,7,7,7,5,59,27,"Man",NA,"Employed full time","Data scientist","100-500 employees","1-2 years","Business analyst","Financial or information","",2,5,4,3,5,6,"Man_Traditional","Experiment","man_trad_1_1",7,"man","trad","1_1"
"155",7,6,8,7,7,9,85,85,"Man",NA,"Employed full time","Consultant","100-500 employees","3-5 years","Entry level supervisors","Technology","",6,7,6,7,6,7,"Man_Traditional","Experiment","man_trad_1_1",8,"man","trad","1_1"
"156",9,5,8,8,10,9,105,38,"Man",NA,"Employed full time","Senior Network Engineer","500-1,000 employees","3-5 years","Junior Network Engineer
Web Developer
Full Stack Developer","Professional or business services,Technology","",3,3,3,5,5,7,"Man_Traditional","Experiment","man_trad_1_1",8,"man","trad","1_1"
"157",7,5,7,6,8,8,125,38,"Man",NA,"Employed full time","IT Manager","1,000+ employees","5-10 years","software engineer, application analyst","Health,Technology","",2,5,5,5,3,5,"Man_Traditional","Experiment","man_trad_1_1",9,"man","trad","1_1"
"158",6,5,7,5,4,6,143,40,"Man",NA,"Employed full time","IT consultant ","100-500 employees","5-10 years","Front end developer, back end developer and customer relation officer","Technology","",3,6,6,4,5,5,"Man_Traditional","Experiment","man_trad_1_1",5,"man","trad","1_1"
"159",9,5,5,6,8,9,159,52,"Man",NA,"Employed full time","it manager","1,000+ employees","10+ years","PC support, help desk, server support, network support, telecom","Technology","",2,5,5,1,7,1,"Man_Traditional","Experiment","man_trad_1_1",9,"man","trad","1_1"
"160",9,7,6,7,9,9,186,36,"Man",NA,"Employed full time","Tech specialist","50-100 employees","5-10 years","entry level, management","Professional or business services","",1,5,6,2,6,5,"Man_Traditional","Experiment","man_trad_1_1",9,"man","trad","1_1"
"161",8,1,1,1,8,7,210,43,"Woman",NA,"Employed full time","Project Manager","Less than 50 employees","5-10 years","Mangers, Directors","Professional or business services,Technology,Other - not listed","",2,6,5,3,5,3,"Man_Traditional","Experiment","man_trad_1_1",8,"man","trad","1_1"
"162",10,7,8,8,9,10,216,35,"Woman",NA,"Employed full time","network support","500-1,000 employees","1-2 years","IT technician","Technology","",7,6,7,6,3,7,"Man_Traditional","Experiment","man_trad_1_1",6,"man","trad","1_1"
"163",7,5,6,6,8,7,236,32,"Man",NA,"Employed full time","Director of data","100-500 employees","5-10 years","Analysts, data engineers, IT support professionals","Retail,Technology","",3,5,5,5,4,3,"Man_Traditional","Experiment","man_trad_1_1",8,"man","trad","1_1"
"164",8,5,5,5,10,8,269,25,"Man",NA,"Employed full time","Engineer","1,000+ employees","Less than 1 year","none","Technology","",1,6,1,1,7,5,"Man_Traditional","Experiment","man_trad_1_1",10,"man","trad","1_1"
"165",6,6,6,6,6,6,281,48,"Man",NA,"Employed full time","Management Consultant","100-500 employees","1-2 years","Researcher in a corporation","Other - not listed","Telecommunications",4,4,4,4,4,4,"Man_Traditional","Experiment","man_trad_1_1",6,"man","trad","1_1"
"166",9,9,9,9,9,9,12,56,"Man",NA,"Employed full time","content admin","Less than 50 employees","1-2 years","intern/admin","Professional or business services","",3,5,3,3,5,3,"Man_Traditional","Experiment","man_trad_2_1",9,"man","trad","2_1"
"167",6,7,6,6,7,7,28,40,"Man",NA,"Employed full time","Director","1,000+ employees","10+ years","IT Specialist; Engineer","Technology","",6,7,7,6,5,6,"Man_Traditional","Experiment","man_trad_2_1",4,"man","trad","2_1"
"168",6,5,5,6,8,6,44,34,"Man",NA,"Employed full time","Data scientist","1,000+ employees","3-5 years","Researcher; data scientist","Financial or information","",6,5,5,4,4,7,"Man_Traditional","Experiment","man_trad_2_1",6,"man","trad","2_1"
"169",9,8,9,8,10,10,76,33,"Man",NA,"Employed full time","IT Manager","1,000+ employees","5-10 years","Information Technology roles.","Financial or information,Technology","",5,7,6,6,6,6,"Man_Traditional","Experiment","man_trad_2_1",8,"man","trad","2_1"
"170",6,4,5,7,9,8,86,26,"Woman",NA,"Employed full time","Security Analyst","100-500 employees","1-2 years","Customer Service Representatives, Host/Hostesses, Front-End Clerks.","Retail","",5,6,7,4,3,5,"Man_Traditional","Experiment","man_trad_2_1",7,"man","trad","2_1"
"171",8,8,8,7,8,8,113,32,"Man",NA,"Employed full time","Coach","1,000+ employees","1-2 years","Entry level customer service","Health","",3,4,4,3,5,3,"Man_Traditional","Experiment","man_trad_2_1",8,"man","trad","2_1"
"172",7,6,8,6,7,8,118,32,"Man",NA,"Employed full time","software developer","Less than 50 employees","Less than 1 year","software development tutor or instructor","Technology","",3,3,5,3,5,5,"Man_Traditional","Experiment","man_trad_2_1",9,"man","trad","2_1"
"173",6,8,7,7,6,7,139,34,"Man",NA,"Employed full time","IT Manager","1,000+ employees","10+ years","IT Manager","Technology","",3,5,4,2,5,2,"Man_Traditional","Experiment","man_trad_2_1",6,"man","trad","2_1"
"174",7,7,9,7,8,7,163,41,"Man",NA,"Employed full time","Technical Support","Less than 50 employees","5-10 years","Retail Stocker
Retail Cashier
","Retail","",4,6,5,5,3,5,"Man_Traditional","Experiment","man_trad_2_1",7,"man","trad","2_1"
"175",8,9,9,6,7,8,195,36,"Woman",NA,"Employed full time","HR Manager","500-1,000 employees","3-5 years","Engineering, IT","Professional or business services,Technology","",2,7,6,5,7,6,"Man_Traditional","Experiment","man_trad_2_1",8,"man","trad","2_1"
"176",10,8,7,9,10,10,201,27,"Woman",NA,"Employed full time","Senior Analytics Associate","1,000+ employees","Less than 1 year","It was for an analytics associate role on my team.","Professional or business services,Other - not listed","STEM",2,4,3,2,5,3,"Man_Traditional","Experiment","man_trad_2_1",10,"man","trad","2_1"
"177",9,9,9,9,9,10,235,32,"Man",NA,"Employed full time","Assistant director","50-100 employees","5-10 years","Assistants, librarians,event staff","Education,Leisure or hospitality,Professional or business services","",6,6,6,7,6,5,"Man_Traditional","Experiment","man_trad_2_1",8,"man","trad","2_1"
"178",7,5,6,6,8,7,236,32,"Man",NA,"Employed full time","Director of data","100-500 employees","5-10 years","Analysts, data engineers, IT support professionals","Retail,Technology","",3,5,5,5,4,3,"Man_Traditional","Experiment","man_trad_2_1",7,"man","trad","2_1"
"179",8,8,8,8,8,8,255,38,"Man",NA,"Employed full time","trainer","500-1,000 employees","5-10 years","technical roles","Technology","",2,2,2,2,6,2,"Man_Traditional","Experiment","man_trad_2_1",8,"man","trad","2_1"
"180",7,6,6,6,6,6,294,48,"Man",NA,"Employed full time","Engineer","100-500 employees","1-2 years","Administrative Assistant,Accountant,","Financial or information,Public administration","",4,7,5,5,6,4,"Man_Traditional","Experiment","man_trad_2_1",6,"man","trad","2_1"
"181",8,7,8,8,8,8,2,39,"Man",NA,"Employed full time","IT Manager","100-500 employees","5-10 years","Software Engineer, QA Analyst","Technology","",4,6,6,6,5,4,"Man_Traditional","Experiment","man_trad_3_1",9,"man","trad","3_1"
"182",5,6,5,6,6,5,26,32,"Man",NA,"Employed full time","Supervisor","100-500 employees","3-5 years","Software developer","Technology","",3,5,6,3,5,5,"Man_Traditional","Experiment","man_trad_3_1",8,"man","trad","3_1"
"183",6,5,5,6,8,6,44,34,"Man",NA,"Employed full time","Data scientist","1,000+ employees","3-5 years","Researcher; data scientist","Financial or information","",6,5,5,4,4,7,"Man_Traditional","Experiment","man_trad_3_1",6,"man","trad","3_1"
"184",9,8,8,8,9,9,70,29,"Woman",NA,"Employed full time","manage","50-100 employees","3-5 years","medical technicians and support roles in healthcare","Health","",2,4,5,2,4,3,"Man_Traditional","Experiment","man_trad_3_1",7,"man","trad","3_1"
"185",6,4,5,7,9,8,86,26,"Woman",NA,"Employed full time","Security Analyst","100-500 employees","1-2 years","Customer Service Representatives, Host/Hostesses, Front-End Clerks.","Retail","",5,6,7,4,3,5,"Man_Traditional","Experiment","man_trad_3_1",9,"man","trad","3_1"
"186",8,5,5,6,9,8,100,63,"Man",NA,"Employed full time","R and D Enginneer","100-500 employees","10+ years","Secretarial, R and D Technician, Sales, General Assistant, Skilled Labor","Manufacturing,Retail,Technology","",3,5,3,3,6,3,"Man_Traditional","Experiment","man_trad_3_1",8,"man","trad","3_1"
"187",8,5,5,5,8,8,133,37,"Man",NA,"Employed full time","IT Support","500-1,000 employees","3-5 years","Retail and managers","Retail","",3,6,6,5,5,5,"Man_Traditional","Experiment","man_trad_3_1",8,"man","trad","3_1"
"188",6,8,7,7,6,7,139,34,"Man",NA,"Employed full time","IT Manager","1,000+ employees","10+ years","IT Manager","Technology","",3,5,4,2,5,2,"Man_Traditional","Experiment","man_trad_3_1",6,"man","trad","3_1"
"189",6,7,6,6,7,6,171,39,"Man",NA,"Employed full time","Analyst","Less than 50 employees","10+ years","Software developer, content writers, graphic arts, project manager","Technology","",5,6,7,5,4,4,"Man_Traditional","Experiment","man_trad_3_1",7,"man","trad","3_1"
"190",8,6,5,7,8,8,181,60,"Man",NA,"Employed full time","Owner","Less than 50 employees","10+ years","Computer technicians.","Technology","",2,3,2,2,6,2,"Man_Traditional","Experiment","man_trad_3_1",8,"man","trad","3_1"
"191",7,6,5,7,9,5,214,53,"Man",NA,"Employed full time","IT director ","1,000+ employees","10+ years","IT related positions","Technology","",5,6,6,5,3,5,"Man_Traditional","Experiment","man_trad_3_1",6,"man","trad","3_1"
"192",6,4,5,6,8,7,223,62,"Man",NA,"Employed full time","content editor","1,000+ employees","10+ years","non-technical roles for a previous employer in the newspaper journalism field.","Other - not listed","",3,5,5,3,6,5,"Man_Traditional","Experiment","man_trad_3_1",7,"man","trad","3_1"
"193",7,5,7,6,8,8,246,44,"Man",NA,"Employed full time","CTO/co-founder","Less than 50 employees","5-10 years","Software engineers, software engineering managers, designers.","Technology","",2,3,2,2,6,5,"Man_Traditional","Experiment","man_trad_3_1",8,"man","trad","3_1"
"194",8,7,8,8,7,9,261,56,"Man",NA,"Employed full time","Consultant","Less than 50 employees","10+ years","IT ","Technology","",4,5,5,5,6,5,"Man_Traditional","Experiment","man_trad_3_1",8,"man","trad","3_1"
"195",8,5,6,6,10,10,283,23,"Man",NA,"Employed full time","Software Developer","50-100 employees","Less than 1 year","I've helped in the selection process for new employees at my current organization, most of which are Junior Developers or share the same role as me.","Technology","",5,6,6,2,5,5,"Man_Traditional","Experiment","man_trad_3_1",8,"man","trad","3_1"
"196",6,3,4,5,6,6,7,32,"Woman",NA,"Employed full time","interpreter","Less than 50 employees","3-5 years","analysts","Professional or business services","",7,6,7,7,3,7,"Man_Traditional","Experiment","man_trad_4_1",6,"man","trad","4_1"
"197",6,5,6,6,9,9,34,58,"Man",NA,"Employed full time","Sales Manager","50-100 employees","10+ years","I have hired for many different roles.  I have hired for sales engineers, field engineers, techs to name just a few.","Technology","",2,6,4,1,7,1,"Man_Traditional","Experiment","man_trad_4_1",6,"man","trad","4_1"
"198",10,9,8,9,10,9,51,36,"Man",NA,"Employed full time","Analyst ","1,000+ employees","Less than 1 year","Analyst ","Technology","",2,4,4,2,6,4,"Man_Traditional","Experiment","man_trad_4_1",8,"man","trad","4_1"
"199",8,5,7,8,8,8,64,34,"Woman",NA,"Employed full time","Research scientist II","1,000+ employees","3-5 years","Research assistant, lab manager","Professional or business services","",1,3,7,2,7,1,"Man_Traditional","Experiment","man_trad_4_1",8,"man","trad","4_1"
"200",8,5,5,5,9,7,89,39,"Man",NA,"Employed full time","Software engineer ","1,000+ employees","3-5 years","Operations, tech","Technology","",2,5,6,2,5,2,"Man_Traditional","Experiment","man_trad_4_1",9,"man","trad","4_1"
"201",9,6,8,9,9,9,108,39,"Man",NA,"Employed full time","Lead Sound Designer","Less than 50 employees","3-5 years","Assistant foley assistant","Other - not listed","media",3,4,3,2,6,2,"Man_Traditional","Experiment","man_trad_4_1",8,"man","trad","4_1"
"202",7,6,8,6,7,8,118,32,"Man",NA,"Employed full time","software developer","Less than 50 employees","Less than 1 year","software development tutor or instructor","Technology","",3,3,5,3,5,5,"Man_Traditional","Experiment","man_trad_4_1",9,"man","trad","4_1"
"203",6,5,5,5,6,6,148,42,"Woman",NA,"Employed full time","Analyst","1,000+ employees","3-5 years","Retail associate","Technology","",4,5,5,4,3,5,"Man_Traditional","Experiment","man_trad_4_1",6,"man","trad","4_1"
"204",9,5,5,5,10,9,174,32,"Woman",NA,"Employed full time","Director","500-1,000 employees","3-5 years","Internal Communications Manager, Internal Communications Specialist, Social Media Manager, Marketing Content Specialist, Managing Editor","Education,Technology","",2,5,2,3,6,5,"Man_Traditional","Experiment","man_trad_4_1",10,"man","trad","4_1"
"205",5,2,2,5,7,7,190,44,"Man",NA,"Employed full time","Senior Scientist","100-500 employees","10+ years","Scientist, Engineer, Chemist","Manufacturing,Other - not listed","Research and Development",2,3,2,2,6,3,"Man_Traditional","Experiment","man_trad_4_1",3,"man","trad","4_1"
"206",7,6,5,7,9,5,214,53,"Man",NA,"Employed full time","IT director ","1,000+ employees","10+ years","IT related positions","Technology","",5,6,6,5,3,5,"Man_Traditional","Experiment","man_trad_4_1",6,"man","trad","4_1"
"207",10,7,8,8,9,10,216,35,"Woman",NA,"Employed full time","network support","500-1,000 employees","1-2 years","IT technician","Technology","",7,6,7,6,3,7,"Man_Traditional","Experiment","man_trad_4_1",6,"man","trad","4_1"
"208",8,9,6,6,9,9,241,25,"Woman",NA,"Employed full time","Research manager","500-1,000 employees","1-2 years","Junior Engineer, Junior research associate","Technology","",2,5,2,2,6,3,"Man_Traditional","Experiment","man_trad_4_1",10,"man","trad","4_1"
"209",8,5,5,7,6,7,272,47,"Man",NA,"Employed full time","IT Analyst","1,000+ employees","Less than 1 year","IT Support","Technology","",3,6,4,3,3,4,"Man_Traditional","Experiment","man_trad_4_1",7,"man","trad","4_1"
"210",6,5,5,8,5,7,277,32,"Woman",NA,"Employed full time","Vice President","1,000+ employees","5-10 years","Financial Analysts","Financial or information","",2,3,3,2,5,3,"Man_Traditional","Experiment","man_trad_4_1",5,"man","trad","4_1"
"211",9,9,9,9,9,9,12,56,"Man",NA,"Employed full time","content admin","Less than 50 employees","1-2 years","intern/admin","Professional or business services","",3,5,3,3,5,3,"Man_Traditional","Experiment","man_trad_5_1",8,"man","trad","5_1"
"212",6,7,6,6,7,7,28,40,"Man",NA,"Employed full time","Director","1,000+ employees","10+ years","IT Specialist; Engineer","Technology","",6,7,7,6,5,6,"Man_Traditional","Experiment","man_trad_5_1",8,"man","trad","5_1"
"213",8,5,6,8,10,10,48,24,"Man",NA,"Employed full time","Software Engineer Lead","1,000+ employees","Less than 1 year","Software Engineer Intern","Financial or information","",4,7,7,7,3,5,"Man_Traditional","Experiment","man_trad_5_1",10,"man","trad","5_1"
"214",9,8,8,8,9,9,70,29,"Woman",NA,"Employed full time","manage","50-100 employees","3-5 years","medical technicians and support roles in healthcare","Health","",2,4,5,2,4,3,"Man_Traditional","Experiment","man_trad_5_1",9,"man","trad","5_1"
"215",4,3,3,7,4,5,94,30,"Man",NA,"Employed full time","scientist","1,000+ employees","5-10 years","scientist","Professional or business services","",2,4,3,2,6,2,"Man_Traditional","Experiment","man_trad_5_1",4,"man","trad","5_1"
"216",9,6,8,9,9,9,108,39,"Man",NA,"Employed full time","Lead Sound Designer","Less than 50 employees","3-5 years","Assistant foley assistant","Other - not listed","media",3,4,3,2,6,2,"Man_Traditional","Experiment","man_trad_5_1",8,"man","trad","5_1"
